X;name.for.phylo;Family;Genus;Translation;Symbol
858;Astragalus_chinensis;Fabaceae;Astragalus;Fabaceae.undiff;ASCH6
859;Astragalus_chloodes;Fabaceae;Astragalus;Fabaceae.undiff;ASCH7
860;Astragalus_chamaeleuce;Fabaceae;Astragalus;Fabaceae.undiff;ASCHC2
861;Astragalus_chamaeleuce;Fabaceae;Astragalus;Fabaceae.undiff;ASCHL2
862;Astragalus_cibarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCI2
863;Astragalus_cimae;Fabaceae;Astragalus;Fabaceae.undiff;ASCI3
864;Astragalus_cicer;Fabaceae;Astragalus;Fabaceae.undiff;ASCI4
865;Astragalus_cimae;Fabaceae;Astragalus;Fabaceae.undiff;ASCIC3
866;Astragalus_cimae;Fabaceae;Astragalus;Fabaceae.undiff;ASCIS
867;Astragalus_clevelandii;Fabaceae;Astragalus;Fabaceae.undiff;ASCL2
868;Astragalus_clarianus;Fabaceae;Astragalus;Fabaceae.undiff;ASCL6
869;Astragalus_congdonii;Fabaceae;Astragalus;Fabaceae.undiff;ASCO10
870;Astragalus_conjunctus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO11
871;Astragalus_convallarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCO12
872;Astragalus_cottonii;Fabaceae;Astragalus;Fabaceae.undiff;ASCO13
873;Astragalus_consobrinus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO16
874;Astragalus_contortuplicatus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO17
875;Astragalus_coluteocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO49
876;Astragalus_cobrensis;Fabaceae;Astragalus;Fabaceae.undiff;ASCO5
877;Astragalus_commixtus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO50
878;Astragalus_coodei;Fabaceae;Astragalus;Fabaceae.undiff;ASCO51
879;Astragalus_cornutus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO52
880;Astragalus_corrugatus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO53
881;Astragalus_coccineus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO6
882;Astragalus_concordius;Fabaceae;Astragalus;Fabaceae.undiff;ASCO61
883;Astragalus_collinus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO7
884;Astragalus_coltonii;Fabaceae;Astragalus;Fabaceae.undiff;ASCO8
885;Astragalus_columbianus;Fabaceae;Astragalus;Fabaceae.undiff;ASCO9
886;Astragalus_conjunctus;Fabaceae;Astragalus;Fabaceae.undiff;ASCOC10
887;Astragalus_cobrensis;Fabaceae;Astragalus;Fabaceae.undiff;ASCOC6
888;Astragalus_collinus;Fabaceae;Astragalus;Fabaceae.undiff;ASCOC7
889;Astragalus_coltonii;Fabaceae;Astragalus;Fabaceae.undiff;ASCOC8
890;Astragalus_convallarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCOC9
891;Astragalus_convallarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCOF
892;Astragalus_collinus;Fabaceae;Astragalus;Fabaceae.undiff;ASCOL
893;Astragalus_cobrensis;Fabaceae;Astragalus;Fabaceae.undiff;ASCOM
894;Astragalus_coltonii;Fabaceae;Astragalus;Fabaceae.undiff;ASCOM2
895;Astragalus_convallarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCOM4
896;Astragalus_conjunctus;Fabaceae;Astragalus;Fabaceae.undiff;ASCOR2
897;Astragalus_convallarius;Fabaceae;Astragalus;Fabaceae.undiff;ASCOS
898;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCR2
899;Astragalus_cremnophylax;Fabaceae;Astragalus;Fabaceae.undiff;ASCR3
900;Astragalus_cronquistii;Fabaceae;Astragalus;Fabaceae.undiff;ASCR4
901;Astragalus_crotalariae;Fabaceae;Astragalus;Fabaceae.undiff;ASCR5
902;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCRB
903;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCRC
904;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCRC3
905;Astragalus_cremnophylax;Fabaceae;Astragalus;Fabaceae.undiff;ASCRC4
906;Astragalus_cremnophylax;Fabaceae;Astragalus;Fabaceae.undiff;ASCRH
907;Astragalus_cremnophylax;Fabaceae;Astragalus;Fabaceae.undiff;ASCRM
908;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCRP
909;Astragalus_crassicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCRT
910;Astragalus_curtipes;Fabaceae;Astragalus;Fabaceae.undiff;ASCU3
911;Astragalus_curvicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCU4
912;Astragalus_cusickii;Fabaceae;Astragalus;Fabaceae.undiff;ASCU5
913;Astragalus_curvicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCUB
914;Astragalus_curvicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCUC
915;Astragalus_cusickii;Fabaceae;Astragalus;Fabaceae.undiff;ASCUC2
916;Astragalus_cusickii;Fabaceae;Astragalus;Fabaceae.undiff;ASCUF
917;Astragalus_cusickii;Fabaceae;Astragalus;Fabaceae.undiff;ASCUP
918;Astragalus_curvicarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASCUS
919;Astragalus_cusickii;Fabaceae;Astragalus;Fabaceae.undiff;ASCUS2
920;Astragalus_cyaneus;Fabaceae;Astragalus;Fabaceae.undiff;ASCY
921;Astragalus_cymboides;Fabaceae;Astragalus;Fabaceae.undiff;ASCY2
922;Astragalus_cymbicarpos;Fabaceae;Astragalus;Fabaceae.undiff;ASCY3
923;Astragalus_danicus;Fabaceae;Astragalus;Fabaceae.undiff;ASDA5
924;Astragalus_dasyanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASDA6
925;Astragalus_deanei;Fabaceae;Astragalus;Fabaceae.undiff;ASDE
926;Astragalus_debequaeus;Fabaceae;Astragalus;Fabaceae.undiff;ASDE11
927;Astragalus_desereticus;Fabaceae;Astragalus;Fabaceae.undiff;ASDE2
928;Astragalus_demetrii;Fabaceae;Astragalus;Fabaceae.undiff;ASDE21
929;Astragalus_depressus;Fabaceae;Astragalus;Fabaceae.undiff;ASDE22
930;Astragalus_desperatus;Fabaceae;Astragalus;Fabaceae.undiff;ASDE3
931;Astragalus_deterior;Fabaceae;Astragalus;Fabaceae.undiff;ASDE4
932;Astragalus_detritalis;Fabaceae;Astragalus;Fabaceae.undiff;ASDE5
933;Astragalus_desperatus;Fabaceae;Astragalus;Fabaceae.undiff;ASDEC
934;Astragalus_desperatus;Fabaceae;Astragalus;Fabaceae.undiff;ASDED
935;Astragalus_desperatus;Fabaceae;Astragalus;Fabaceae.undiff;ASDEN
936;Astragalus_desperatus;Fabaceae;Astragalus;Fabaceae.undiff;ASDEP
937;Astragalus_diaphanus;Fabaceae;Astragalus;Fabaceae.undiff;ASDI2
938;Astragalus_didymocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASDI3
939;Astragalus_distortus;Fabaceae;Astragalus;Fabaceae.undiff;ASDI4
940;Astragalus_diversifolius;Fabaceae;Astragalus;Fabaceae.undiff;ASDI5
941;Astragalus_didymocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASDID
942;Astragalus_didymocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASDID2
943;Astragalus_distortus;Fabaceae;Astragalus;Fabaceae.undiff;ASDID3
944;Astragalus_distortus;Fabaceae;Astragalus;Fabaceae.undiff;ASDIE
945;Astragalus_didymocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASDIM
946;Astragalus_didymocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASDIO
947;Astragalus_douglasii;Fabaceae;Astragalus;Fabaceae.undiff;ASDO
948;Astragalus_douglasii;Fabaceae;Astragalus;Fabaceae.undiff;ASDOD
949;Astragalus_douglasii;Fabaceae;Astragalus;Fabaceae.undiff;ASDOP
950;Astragalus_douglasii;Fabaceae;Astragalus;Fabaceae.undiff;ASDOP2
951;Astragalus_drabelliformis;Fabaceae;Astragalus;Fabaceae.undiff;ASDR2
952;Astragalus_drummondii;Fabaceae;Astragalus;Fabaceae.undiff;ASDR3
953;Astragalus_duchesnensis;Fabaceae;Astragalus;Fabaceae.undiff;ASDU2
954;Astragalus_eastwoodiae;Fabaceae;Astragalus;Fabaceae.undiff;ASEA2
955;Astragalus_echinatus;Fabaceae;Astragalus;Fabaceae.undiff;ASEC2
956;Astragalus_edulis;Fabaceae;Astragalus;Fabaceae.undiff;ASED2
957;Astragalus_egglestonii;Fabaceae;Astragalus;Fabaceae.undiff;ASEG
958;Astragalus_emoryanus;Fabaceae;Astragalus;Fabaceae.undiff;ASEM2
959;Astragalus_emoryanus;Fabaceae;Astragalus;Fabaceae.undiff;ASEME
960;Astragalus_emoryanus;Fabaceae;Astragalus;Fabaceae.undiff;ASEMT
961;Astragalus_endopterus;Fabaceae;Astragalus;Fabaceae.undiff;ASEN3
962;Astragalus_ensiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASEN4
963;Astragalus_ensiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASENE
964;Astragalus_ensiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASENG
965;Astragalus_episcopus;Fabaceae;Astragalus;Fabaceae.undiff;ASEP
966;Astragalus_epiglottis;Fabaceae;Astragalus;Fabaceae.undiff;ASEP2
967;Astragalus_episcopus;Fabaceae;Astragalus;Fabaceae.undiff;ASEPE
968;Astragalus_episcopus;Fabaceae;Astragalus;Fabaceae.undiff;ASEPL
969;Astragalus_eremiticus;Fabaceae;Astragalus;Fabaceae.undiff;ASER4
970;Astragalus_ertterae;Fabaceae;Astragalus;Fabaceae.undiff;ASER6
971;Astragalus_eucosmus;Fabaceae;Astragalus;Fabaceae.undiff;ASEU2
972;Astragalus_eurylobus;Fabaceae;Astragalus;Fabaceae.undiff;ASEU3
973;Astragalus_eurekensis;Fabaceae;Astragalus;Fabaceae.undiff;ASEU4
974;Astragalus_falcatus;Fabaceae;Astragalus;Fabaceae.undiff;ASFA3
975;Astragalus_feensis;Fabaceae;Astragalus;Fabaceae.undiff;ASFE2
976;Astragalus_filipes;Fabaceae;Astragalus;Fabaceae.undiff;ASFI
977;Astragalus_flavus;Fabaceae;Astragalus;Fabaceae.undiff;ASFL
978;Astragalus_flexuosus;Fabaceae;Astragalus;Fabaceae.undiff;ASFL2
979;Astragalus_flexuosus;Fabaceae;Astragalus;Fabaceae.undiff;ASFLD
980;Astragalus_flexuosus;Fabaceae;Astragalus;Fabaceae.undiff;ASFLF
981;Astragalus_flexuosus;Fabaceae;Astragalus;Fabaceae.undiff;ASFLG
982;Astragalus_fraxinifolius;Fabaceae;Astragalus;Fabaceae.undiff;ASFR10
983;Astragalus_frigidus;Fabaceae;Astragalus;Fabaceae.undiff;ASFR4
984;Astragalus_fucatus;Fabaceae;Astragalus;Fabaceae.undiff;ASFU2
985;Astragalus_funereus;Fabaceae;Astragalus;Fabaceae.undiff;ASFU3
986;Astragalus_gambelianus;Fabaceae;Astragalus;Fabaceae.undiff;ASGA
987;Astragalus_galegiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASGA10
988;Astragalus_geyeri;Fabaceae;Astragalus;Fabaceae.undiff;ASGE
989;Astragalus_geyeri;Fabaceae;Astragalus;Fabaceae.undiff;ASGEG
990;Astragalus_geyeri;Fabaceae;Astragalus;Fabaceae.undiff;ASGET
991;Astragalus_gibbsii;Fabaceae;Astragalus;Fabaceae.undiff;ASGI
992;Astragalus_giganteus;Fabaceae;Astragalus;Fabaceae.undiff;ASGI2
993;Astragalus_gilensis;Fabaceae;Astragalus;Fabaceae.undiff;ASGI3
994;Astragalus_gilmanii;Fabaceae;Astragalus;Fabaceae.undiff;ASGI4
995;Astragalus_gilviflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASGI5
996;Astragalus_gilviflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASGIG
997;Astragalus_gilviflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASGIP
998;Astragalus_glaux;Fabaceae;Astragalus;Fabaceae.undiff;ASGL13
999;Astragalus_globiceps;Fabaceae;Astragalus;Fabaceae.undiff;ASGL14
1000;Astragalus_glycyphylloides;Fabaceae;Astragalus;Fabaceae.undiff;ASGL15
1001;Astragalus_glycyphyllos;Fabaceae;Astragalus;Fabaceae.undiff;ASGL4
1002;Astragalus_gracilis;Fabaceae;Astragalus;Fabaceae.undiff;ASGR3
1003;Astragalus_grayi;Fabaceae;Astragalus;Fabaceae.undiff;ASGR4
1004;Astragalus_gummifer;Fabaceae;Astragalus;Fabaceae.undiff;ASGU
1005;Astragalus_gypsodes;Fabaceae;Astragalus;Fabaceae.undiff;ASGY
1006;Astragalus_hamosus;Fabaceae;Astragalus;Fabaceae.undiff;ASHA13
1007;Astragalus_hallii;Fabaceae;Astragalus;Fabaceae.undiff;ASHA2
1008;Astragalus_hamiltonii;Fabaceae;Astragalus;Fabaceae.undiff;ASHA3
1009;Astragalus_harrisonii;Fabaceae;Astragalus;Fabaceae.undiff;ASHA4
1010;Astragalus_hartwegii;Fabaceae;Astragalus;Fabaceae.undiff;ASHA5
1011;Astragalus_hallii;Fabaceae;Astragalus;Fabaceae.undiff;ASHAF
1012;Astragalus_hallii;Fabaceae;Astragalus;Fabaceae.undiff;ASHAH
1013;Astragalus_hoodianus;Fabaceae;Astragalus;Fabaceae.undiff;ASHO
1014;Astragalus_hornii;Fabaceae;Astragalus;Fabaceae.undiff;ASHO2
1015;Astragalus_howellii;Fabaceae;Astragalus;Fabaceae.undiff;ASHO3
1016;Astragalus_holmgreniorum;Fabaceae;Astragalus;Fabaceae.undiff;ASHO5
1017;Astragalus_humillimus;Fabaceae;Astragalus;Fabaceae.undiff;ASHU
1018;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHU2
1019;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUC
1020;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUH
1021;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUH2
1022;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUH3
1023;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUS
1024;Astragalus_humistratus;Fabaceae;Astragalus;Fabaceae.undiff;ASHUT
1025;Astragalus_hyalinus;Fabaceae;Astragalus;Fabaceae.undiff;ASHY2
1026;Astragalus_hypoxylus;Fabaceae;Astragalus;Fabaceae.undiff;ASHY3
1027;Astragalus_inflatus;Fabaceae;Astragalus;Fabaceae.undiff;ASIN20
1028;Astragalus_incanus;Fabaceae;Astragalus;Fabaceae.undiff;ASIN29
1029;Astragalus_inflexus;Fabaceae;Astragalus;Fabaceae.undiff;ASIN5
1030;Astragalus_insularis;Fabaceae;Astragalus;Fabaceae.undiff;ASIN6
1031;Astragalus_inversus;Fabaceae;Astragalus;Fabaceae.undiff;ASIN7
1032;Astragalus_inyoensis;Fabaceae;Astragalus;Fabaceae.undiff;ASIN8
1033;Astragalus_insularis;Fabaceae;Astragalus;Fabaceae.undiff;ASINH
1034;Astragalus_incanus;Fabaceae;Astragalus;Fabaceae.undiff;ASINM
1035;Astragalus_iodanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASIO
1036;Astragalus_iodopetalus;Fabaceae;Astragalus;Fabaceae.undiff;ASIO2
1037;Astragalus_iodanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASIOD
1038;Astragalus_iodanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASIOI
1039;Astragalus_iselyi;Fabaceae;Astragalus;Fabaceae.undiff;ASIS
1040;Astragalus_jaegerianus;Fabaceae;Astragalus;Fabaceae.undiff;ASJA
1041;Astragalus_jejunus;Fabaceae;Astragalus;Fabaceae.undiff;ASJE2
1042;Astragalus_jejunus;Fabaceae;Astragalus;Fabaceae.undiff;ASJEA
1043;Astragalus_jejunus;Fabaceae;Astragalus;Fabaceae.undiff;ASJEJ
1044;Astragalus_johannis-howellii;Fabaceae;Astragalus;Fabaceae.undiff;ASJO
1045;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKE
1046;Astragalus_kerrii;Fabaceae;Astragalus;Fabaceae.undiff;ASKE5
1047;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEC
1048;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKED
1049;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKED2
1050;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEE
1051;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEJ
1052;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEK
1053;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEN
1054;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKET
1055;Astragalus_kentrophyta;Fabaceae;Astragalus;Fabaceae.undiff;ASKEU
1056;Astragalus_knightii;Fabaceae;Astragalus;Fabaceae.undiff;ASKN
1057;Astragalus_lasioglottis;Fabaceae;Astragalus;Fabaceae.undiff;ASLA21
1058;Astragalus_lackschewitzii;Fabaceae;Astragalus;Fabaceae.undiff;ASLA26
1059;Astragalus_laxmannii;Fabaceae;Astragalus;Fabaceae.undiff;ASLA27
1060;Astragalus_layneae;Fabaceae;Astragalus;Fabaceae.undiff;ASLA8
1061;Astragalus_laxmannii;Fabaceae;Astragalus;Fabaceae.undiff;ASLAR
1062;Astragalus_laxmannii;Fabaceae;Astragalus;Fabaceae.undiff;ASLAT3
1063;Astragalus_leptocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASLE10
1064;Astragalus_leucolobus;Fabaceae;Astragalus;Fabaceae.undiff;ASLE11
1065;Astragalus_leibergii;Fabaceae;Astragalus;Fabaceae.undiff;ASLE5
1066;Astragalus_lemmonii;Fabaceae;Astragalus;Fabaceae.undiff;ASLE6
1067;Astragalus_lentiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASLE7
1068;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLE8
1069;Astragalus_leptaleus;Fabaceae;Astragalus;Fabaceae.undiff;ASLE9
1070;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEA
1071;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEA2
1072;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEA3
1073;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEA5
1074;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEB
1075;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEC
1076;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEC2
1077;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLED
1078;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEF
1079;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEF2
1080;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEH
1081;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEI
1082;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEI2
1083;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEK
1084;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEK2
1085;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEL
1086;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEL3
1087;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEM2
1088;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEM3
1089;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEN
1090;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEO
1091;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEP
1092;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEP3
1093;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEP5
1094;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES
1095;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES2
1096;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES3
1097;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES4
1098;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES5
1099;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLES6
1100;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLET4
1101;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEV
1102;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEV2
1103;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEW
1104;Astragalus_lentiginosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLEY
1105;Aspalathus_linearis;Fabaceae;Aspalathus;Fabaceae.undiff;ASLI14
1106;Astragalus_limnocharis;Fabaceae;Astragalus;Fabaceae.undiff;ASLI3
1107;Astragalus_lindheimeri;Fabaceae;Astragalus;Fabaceae.undiff;ASLI4
1108;Astragalus_linifolius;Fabaceae;Astragalus;Fabaceae.undiff;ASLI5
1109;Astragalus_limnocharis;Fabaceae;Astragalus;Fabaceae.undiff;ASLIL2
1110;Astragalus_limnocharis;Fabaceae;Astragalus;Fabaceae.undiff;ASLIM
1111;Astragalus_loanus;Fabaceae;Astragalus;Fabaceae.undiff;ASLO2
1112;Astragalus_lonchocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASLO3
1113;Astragalus_lotiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASLO4
1114;Astragalus_lutosus;Fabaceae;Astragalus;Fabaceae.undiff;ASLU2
1115;Astragalus_lurorum;Fabaceae;Astragalus;Fabaceae.undiff;ASLU7
1116;Astragalus_lyallii;Fabaceae;Astragalus;Fabaceae.undiff;ASLY
1117;Astragalus_macrodon;Fabaceae;Astragalus;Fabaceae.undiff;ASMA3
1118;Astragalus_magdalenae;Fabaceae;Astragalus;Fabaceae.undiff;ASMA4
1119;Astragalus_malacoides;Fabaceae;Astragalus;Fabaceae.undiff;ASMA5
1120;Astragalus_malacus;Fabaceae;Astragalus;Fabaceae.undiff;ASMA6
1121;Astragalus_magdalenae;Fabaceae;Astragalus;Fabaceae.undiff;ASMAN2
1122;Astragalus_magdalenae;Fabaceae;Astragalus;Fabaceae.undiff;ASMAP
1123;Astragalus_melilotoides;Fabaceae;Astragalus;Fabaceae.undiff;ASME13
1124;Astragalus_megacarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASME2
1125;Astragalus_missouriensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMI10
1126;Astragalus_michauxii;Fabaceae;Astragalus;Fabaceae.undiff;ASMI2
1127;Astragalus_microcymbus;Fabaceae;Astragalus;Fabaceae.undiff;ASMI3
1128;Astragalus_microcystis;Fabaceae;Astragalus;Fabaceae.undiff;ASMI4
1129;Astragalus_micromerius;Fabaceae;Astragalus;Fabaceae.undiff;ASMI5
1130;Astragalus_miguelensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMI6
1131;Astragalus_minthorniae;Fabaceae;Astragalus;Fabaceae.undiff;ASMI7
1132;Astragalus_misellus;Fabaceae;Astragalus;Fabaceae.undiff;ASMI8
1133;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMI9
1134;Astragalus_missouriensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMIA
1135;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIC
1136;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMID
1137;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIH
1138;Astragalus_missouriensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMIH2
1139;Astragalus_missouriensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMIM
1140;Astragalus_minthorniae;Fabaceae;Astragalus;Fabaceae.undiff;ASMIM2
1141;Astragalus_misellus;Fabaceae;Astragalus;Fabaceae.undiff;ASMIM3
1142;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIM4
1143;Astragalus_missouriensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMIM5
1144;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIO
1145;Astragalus_misellus;Fabaceae;Astragalus;Fabaceae.undiff;ASMIP
1146;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIP2
1147;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIS
1148;Astragalus_miser;Fabaceae;Astragalus;Fabaceae.undiff;ASMIT
1149;Astragalus_minthorniae;Fabaceae;Astragalus;Fabaceae.undiff;ASMIV
1150;Astragalus_monumentalis;Fabaceae;Astragalus;Fabaceae.undiff;ASMO10
1151;Astragalus_mongholicus;Fabaceae;Astragalus;Fabaceae.undiff;ASMO18
1152;Astragalus_monspessulanus;Fabaceae;Astragalus;Fabaceae.undiff;ASMO19
1153;Astragalus_moencoppensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMO4
1154;Astragalus_mohavensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMO5
1155;Astragalus_mokiacensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMO6
1156;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMO7
1157;Astragalus_molybdenus;Fabaceae;Astragalus;Fabaceae.undiff;ASMO8
1158;Astragalus_monoensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMO9
1159;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOB
1160;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOC
1161;Astragalus_monumentalis;Fabaceae;Astragalus;Fabaceae.undiff;ASMOC2
1162;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOE
1163;Astragalus_mohavensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMOH
1164;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM
1165;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM2
1166;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM3
1167;Astragalus_mohavensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM4
1168;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM5
1169;Astragalus_monumentalis;Fabaceae;Astragalus;Fabaceae.undiff;ASMOM6
1170;Astragalus_mollissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASMOT
1171;Astragalus_mulfordiae;Fabaceae;Astragalus;Fabaceae.undiff;ASMU
1172;Astragalus_musiniensis;Fabaceae;Astragalus;Fabaceae.undiff;ASMU3
