X;name.for.phylo;Family;Genus;Translation;Symbol
7175;Quercus_×sargentii;Fagaceae;Quercus;Quercus;QUSA3
7176;Quillaja_saponaria;Rosaceae;Quillaja;Rosaceae.undiff;QUSA4
7177;Quercus_×schochiana;Fagaceae;Quercus;Quercus;QUSC
7178;Quercus_×schuettei;Fagaceae;Quercus;Quercus;QUSC2
7179;Quercus_serrata;Fagaceae;Quercus;Quercus;QUSE2
7180;Quercus_shumardii;Fagaceae;Quercus;Quercus;QUSH
7181;Quercus_shumardii;Fagaceae;Quercus;Quercus;QUSHS
7182;Quercus_shumardii;Fagaceae;Quercus;Quercus;QUSHS2
7183;Quercus_shumardii;Fagaceae;Quercus;Quercus;QUSHS3
7184;Quercus_sinuata;Fagaceae;Quercus;Quercus;QUSI
7185;Quercus_similis;Fagaceae;Quercus;Quercus;QUSI2
7186;Quercus_sinuata;Fagaceae;Quercus;Quercus;QUSIB
7187;Quercus_sinuata;Fagaceae;Quercus;Quercus;QUSIS
7188;Quercus_×smallii;Fagaceae;Quercus;Quercus;QUSM
7189;Quercus_stellata;Fagaceae;Quercus;Quercus;QUST
7190;Quercus_×stelloides;Fagaceae;Quercus;Quercus;QUST2
7191;Quercus_×sterilis;Fagaceae;Quercus;Quercus;QUST3
7192;Quercus_×sterretii;Fagaceae;Quercus;Quercus;QUST4
7193;Quercus_×subintegra;Fagaceae;Quercus;Quercus;QUSU2
7194;Quercus_×substellata;Fagaceae;Quercus;Quercus;QUSU3
7195;Quercus_×subconvexa;Fagaceae;Quercus;Quercus;QUSU4
7196;Quercus_suber;Fagaceae;Quercus;Quercus;QUSU5
7197;Quercus_×subfalcata;Fagaceae;Quercus;Quercus;QUSU6
7198;Quercus_tardifolia;Fagaceae;Quercus;Quercus;QUTA
7199;Quercus_texana;Fagaceae;Quercus;Quercus;QUTE
7200;Quercus_×tharpii;Fagaceae;Quercus;Quercus;QUTH
7201;Quercus_tomentella;Fagaceae;Quercus;Quercus;QUTO
7202;Quercus_toumeyi;Fagaceae;Quercus;Quercus;QUTO2
7203;Quercus_×townei;Fagaceae;Quercus;Quercus;QUTO3
7204;Quercus_×tottenii;Fagaceae;Quercus;Quercus;QUTO4
7205;Quercus_×tridentata;Fagaceae;Quercus;Quercus;QUTR
7206;Quercus_turbinella;Fagaceae;Quercus;Quercus;QUTU2
7207;Quercus_vacciniifolia;Fagaceae;Quercus;Quercus;QUVA
7208;Quercus_×vaga;Fagaceae;Quercus;Quercus;QUVA2
7209;Quercus_variabilis;Fagaceae;Quercus;Quercus;QUVA3
7210;Quercus_vaseyana;Fagaceae;Quercus;Quercus;QUVA5
7211;Quercus_velutina;Fagaceae;Quercus;Quercus;QUVE
7212;Quercus_×venulosa;Fagaceae;Quercus;Quercus;QUVE2
7213;Quercus_virginiana;Fagaceae;Quercus;Quercus;QUVI
7214;Quercus_viminea;Fagaceae;Quercus;Quercus;QUVI2
7215;Quercus_×walteriana;Fagaceae;Quercus;Quercus;QUWA
7216;Quercus_×wagneri;Fagaceae;Quercus;Quercus;QUWA2
7217;Quercus_×willdenowiana;Fagaceae;Quercus;Quercus;QUWI
7218;Quercus_wislizeni;Fagaceae;Quercus;Quercus;QUWI2
7219;Quercus_wislizeni;Fagaceae;Quercus;Quercus;QUWIF
7220;Quercus_wislizeni;Fagaceae;Quercus;Quercus;QUWIW
7221;Raphia_farinifera;Arecaceae;Raphia;Arecaceae;RAFA5
7222;Raphia_hookeri;Arecaceae;Raphia;Arecaceae;RAHO3
7223;Raphia_sudanica;Arecaceae;Raphia;Arecaceae;RASU8
7224;Raphia_vinifera;Arecaceae;Raphia;Arecaceae;RAVI2
7225;Reverchonia_arenaria;Euphorbiaceae;Reverchonia;Euphorbiaceae;REAR
7226;Reynosia_guama;Rhamnaceae;Reynosia;Rhamnaceae;REGU
7227;Reynosia_krugii;Rhamnaceae;Reynosia;Rhamnaceae;REKR
7228;Retama_monosperma;Fabaceae;Retama;Fabaceae.undiff;REMO2
7229;Retama_raetam;Fabaceae;Retama;Fabaceae.undiff;RERA2
7230;Reynosia_septentrionalis;Rhamnaceae;Reynosia;Rhamnaceae;RESE
7231;Reutealis_trisperma;Euphorbiaceae;Reutealis;Euphorbiaceae;RETR
7232;Reynosia_uncinata;Rhamnaceae;Reynosia;Rhamnaceae;REUN
7233;Reutealis_Airy;Euphorbiaceae;Reutealis;Euphorbiaceae;REUTE
7234;Rhamnus_alnifolia;Rhamnaceae;Rhamnus;Rhamnaceae;RHAL
7235;Rhamnus_alaternus;Rhamnaceae;Rhamnus;Rhamnaceae;RHAL12
7236;Rhododendron_albiflorum;Ericaceae;Rhododendron;Ericaceae.undiff;RHAL2
7237;Rhododendron_alabamense;Ericaceae;Rhododendron;Ericaceae.undiff;RHAL5
7238;Rhododendron_albiflorum;Ericaceae;Rhododendron;Ericaceae.undiff;RHALA
7239;Rhododendron_albiflorum;Ericaceae;Rhododendron;Ericaceae.undiff;RHALW
7240;Rhynchosia_americana;Fabaceae;Rhynchosia;Fabaceae.undiff;RHAM
7241;Rhododendron_arborescens;Ericaceae;Rhododendron;Ericaceae.undiff;RHAR3
7242;Rhus_aromatica;Anacardiaceae;Rhus;Anacardiaceae;RHAR4
7243;Rhamnus_arguta;Rhamnaceae;Rhamnus;Rhamnaceae;RHAR6
7244;Rhus_aromatica;Anacardiaceae;Rhus;Anacardiaceae;RHARA
7245;Rhus_aromatica;Anacardiaceae;Rhus;Anacardiaceae;RHARA2
7246;Rhus_aromatica;Anacardiaceae;Rhus;Anacardiaceae;RHARS
7247;Rhamnus_arguta;Rhamnaceae;Rhamnus;Rhamnaceae;RHARV
7248;Rhus_×ashei;Anacardiaceae;Rhus;Anacardiaceae;RHAS
7249;Rhododendron_atlanticum;Ericaceae;Rhododendron;Ericaceae.undiff;RHAT
7250;Rhododendron_austrinum;Ericaceae;Rhododendron;Ericaceae.undiff;RHAU
7251;Rhododendron_×bakeri;Ericaceae;Rhododendron;Ericaceae.undiff;RHBA4
7252;Rhus_×borealis;Anacardiaceae;Rhus;Anacardiaceae;RHBO
7253;Rhododendron_brachycarpum;Ericaceae;Rhododendron;Ericaceae.undiff;RHBR4
7254;Rhododendron_carolinianum;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA14
7255;Rhynchosia_calosperma;Fabaceae;Rhynchosia;Fabaceae.undiff;RHCA21
7256;Rhamnus_cathartica;Rhamnaceae;Rhamnus;Rhamnaceae;RHCA3
7257;Rhododendron_calendulaceum;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA4
7258;Rhododendron_camtschaticum;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA5
7259;Rhododendron_canadense;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA6
7260;Rhododendron_canescens;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA7
7261;Rhododendron_catawbiense;Ericaceae;Rhododendron;Ericaceae.undiff;RHCA8
7262;Rhynchosia_caribaea;Fabaceae;Rhynchosia;Fabaceae.undiff;RHCA80
7263;Rhododendron_camtschaticum;Ericaceae;Rhododendron;Ericaceae.undiff;RHCAC4
7264;Rhododendron_camtschaticum;Ericaceae;Rhododendron;Ericaceae.undiff;RHCAG
7265;Rhododendron_chapmanii;Ericaceae;Rhododendron;Ericaceae.undiff;RHCH5
7266;Rhus_chinensis;Anacardiaceae;Rhus;Anacardiaceae;RHCH9
7267;Rhynchosia_cinerea;Fabaceae;Rhynchosia;Fabaceae.undiff;RHCI3
7268;Rhus_copallinum;Anacardiaceae;Rhus;Anacardiaceae;RHCO
7269;Rhus_coriaria;Anacardiaceae;Rhus;Anacardiaceae;RHCO14
7270;Rhus_copallinum;Anacardiaceae;Rhus;Anacardiaceae;RHCOC
7271;Rhus_copallinum;Anacardiaceae;Rhus;Anacardiaceae;RHCOL
7272;Rhus_copallinum;Anacardiaceae;Rhus;Anacardiaceae;RHCOL2
7273;Rhamnus_crocea;Rhamnaceae;Rhamnus;Rhamnaceae;RHCR
7274;Rhamnus_crocea;Rhamnaceae;Rhamnus;Rhamnaceae;RHCRC
7275;Rhamnus_crocea;Rhamnaceae;Rhamnus;Rhamnaceae;RHCRI5
7276;Rhamnus_crocea;Rhamnaceae;Rhamnus;Rhamnaceae;RHCRP2
7277;Rhododendron_cumberlandense;Ericaceae;Rhododendron;Ericaceae.undiff;RHCU
7278;Rhynchosia_cytisoides;Fabaceae;Rhynchosia;Fabaceae.undiff;RHCY4
7279;Rhamnus_davurica;Rhamnaceae;Rhamnus;Rhamnaceae;RHDA
7280;Rhamnus_davurica;Rhamnaceae;Rhamnus;Rhamnaceae;RHDAD2
7281;Rhamnus_davurica;Rhamnaceae;Rhamnus;Rhamnaceae;RHDAN2
7282;Rhynchosia_densiflora;Fabaceae;Rhynchosia;Fabaceae.undiff;RHDE6
7283;Rhynchosia_densiflora;Fabaceae;Rhynchosia;Fabaceae.undiff;RHDEC
7284;Rhynchosia_difformis;Fabaceae;Rhynchosia;Fabaceae.undiff;RHDI2
7285;Rhododendron_eastmanii;Ericaceae;Rhododendron;Ericaceae.undiff;RHEA2
7286;Rhynchosia_edulis;Fabaceae;Rhynchosia;Fabaceae.undiff;RHED
7287;Rhododendron_eriocarpum;Ericaceae;Rhododendron;Ericaceae.undiff;RHER3
7288;Rhapis_excelsa;Arecaceae;Rhapis;Arecaceae;RHEX4
7289;Rhododendron_flammeum;Ericaceae;Rhododendron;Ericaceae.undiff;RHFL
7290;Rhus_glabra;Anacardiaceae;Rhus;Anacardiaceae;RHGL
7291;Rhamnus_globosa;Rhamnaceae;Rhamnus;Rhamnaceae;RHGL8
7292;Rhapidophyllum_hystrix;Arecaceae;Rhapidophyllum;Arecaceae;RHHY
7293;Rhamnus_ilicifolia;Rhamnaceae;Rhamnus;Rhamnaceae;RHIL
7294;Rhus_integrifolia;Anacardiaceae;Rhus;Anacardiaceae;RHIN2
7295;Rhaphiolepis_indica;Rosaceae;Rhaphiolepis;Rosaceae.undiff;RHIN21
7296;Rhododendron_japonicum;Ericaceae;Rhododendron;Ericaceae.undiff;RHJA2
7297;Rhamnus_japonica;Rhamnaceae;Rhamnus;Rhamnaceae;RHJA8
7298;Rhododendron_kaempferi;Ericaceae;Rhododendron;Ericaceae.undiff;RHKA2
7299;Rhus_kearneyi;Anacardiaceae;Rhus;Anacardiaceae;RHKE
7300;Rhododendron_kiusianum;Ericaceae;Rhododendron;Ericaceae.undiff;RHKI
7301;Rhododendron_konori;Ericaceae;Rhododendron;Ericaceae.undiff;RHKO
7302;Rhamnus_lanceolata;Rhamnaceae;Rhamnus;Rhamnaceae;RHLA
7303;Rhus_lancea;Anacardiaceae;Rhus;Anacardiaceae;RHLA11
7304;Rhododendron_lapponicum;Ericaceae;Rhododendron;Ericaceae.undiff;RHLA2
7305;Rhus_lanceolata;Anacardiaceae;Rhus;Anacardiaceae;RHLA3
7306;Rhynchosia_latifolia;Fabaceae;Rhynchosia;Fabaceae.undiff;RHLA5
7307;Rhamnus_lanceolata;Rhamnaceae;Rhamnus;Rhamnaceae;RHLAG2
7308;Rhododendron_lapponicum;Ericaceae;Rhododendron;Ericaceae.undiff;RHLAL
7309;Rhamnus_lanceolata;Rhamnaceae;Rhamnus;Rhamnaceae;RHLAL3
7310;Rhododendron_lapponicum;Ericaceae;Rhododendron;Ericaceae.undiff;RHLAP
7311;Rhynchosia_lewtonii;Fabaceae;Rhynchosia;Fabaceae.undiff;RHLE
7312;Rhododendron_ledebourii;Ericaceae;Rhododendron;Ericaceae.undiff;RHLE6
7313;Rhamnus_libanotica;Rhamnaceae;Rhamnus;Rhamnaceae;RHLI3
7314;Rhamnus_lycioides;Rhamnaceae;Rhamnus;Rhamnaceae;RHLY
7315;Rhamnus_lycioides;Rhamnaceae;Rhamnus;Rhamnaceae;RHLYO
7316;Rhynchosia_malacophylla;Fabaceae;Rhynchosia;Fabaceae.undiff;RHMA13
7317;Rhododendron_macrophyllum;Ericaceae;Rhododendron;Ericaceae.undiff;RHMA3
7318;Rhododendron_maximum;Ericaceae;Rhododendron;Ericaceae.undiff;RHMA4
7319;Rhynchosia_michauxii;Fabaceae;Rhynchosia;Fabaceae.undiff;RHMI10
7320;Rhus_michauxii;Anacardiaceae;Rhus;Anacardiaceae;RHMI11
7321;Rhododendron_minus;Ericaceae;Rhododendron;Ericaceae.undiff;RHMI2
7322;Rhus_microphylla;Anacardiaceae;Rhus;Anacardiaceae;RHMI3
7323;Rhynchosia_minima;Fabaceae;Rhynchosia;Fabaceae.undiff;RHMI4
7324;Rhynchosia_minima;Fabaceae;Rhynchosia;Fabaceae.undiff;RHMIP
7325;Rhododendron_molle;Ericaceae;Rhododendron;Ericaceae.undiff;RHMO3
7326;Rhododendron_oblongifolium;Ericaceae;Rhododendron;Ericaceae.undiff;RHOB
7327;Rhododendron_occidentale;Ericaceae;Rhododendron;Ericaceae.undiff;RHOC
7328;Rhododendron_occidentale;Ericaceae;Rhododendron;Ericaceae.undiff;RHOCO
7329;Rhododendron_occidentale;Ericaceae;Rhododendron;Ericaceae.undiff;RHOCP
7330;Rhododendron_occidentale;Ericaceae;Rhododendron;Ericaceae.undiff;RHOCS
7331;Rhodotypos_Siebold;Rosaceae;Rhodotypos;Rosaceae.undiff;RHODO3
7332;Rheum_officinale;Polygonaceae;Rheum;Polygonaceae.undiff;RHOF
7333;Rhus_ovata;Anacardiaceae;Rhus;Anacardiaceae;RHOV
7334;Rhynchosia_parvifolia;Fabaceae;Rhynchosia;Fabaceae.undiff;RHPA2
7335;Rheum_palmatum;Polygonaceae;Rheum;Polygonaceae.undiff;RHPA7
7336;Rhamnus_petiolaris;Rhamnaceae;Rhamnus;Rhamnaceae;RHPE12
7337;Rhododendron_×pennsylvanicum;Ericaceae;Rhododendron;Ericaceae.undiff;RHPE3
7338;Rhododendron_periclymenoides;Ericaceae;Rhododendron;Ericaceae.undiff;RHPE4
7339;Rhynchosia_phaseoloides;Fabaceae;Rhynchosia;Fabaceae.undiff;RHPH
7340;Rhynchosida_physocalyx;Malvaceae;Rhynchosida;Malvaceae.undiff;RHPH2
7341;Rhamnus_pirifolia;Rhamnaceae;Rhamnus;Rhamnaceae;RHPI
7342;Rhododendron_prinophyllum;Ericaceae;Rhododendron;Ericaceae.undiff;RHPR
7343;Rhododendron_prunifolium;Ericaceae;Rhododendron;Ericaceae.undiff;RHPR2
7344;Rhynchosia_precatoria;Fabaceae;Rhynchosia;Fabaceae.undiff;RHPR4
7345;Rhus_punjabensis;Anacardiaceae;Rhus;Anacardiaceae;RHPU11
7346;Rhus_punjabensis;Anacardiaceae;Rhus;Anacardiaceae;RHPUS2
7347;Rhynchosia_reniformis;Fabaceae;Rhynchosia;Fabaceae.undiff;RHRE
7348;Rhynchosia_reticulata;Fabaceae;Rhynchosia;Fabaceae.undiff;RHRE3
7349;Rheum_rhabarbarum;Polygonaceae;Rheum;Polygonaceae.undiff;RHRH2
7350;Rhus_sandwicensis;Anacardiaceae;Rhus;Anacardiaceae;RHSA2
7351;Rhamnus_saxatilis;Rhamnaceae;Rhamnus;Rhamnaceae;RHSA7
7352;Rhodotypos_scandens;Rosaceae;Rhodotypos;Rosaceae.undiff;RHSC3
7353;Rhododendron_schlippenbachii;Ericaceae;Rhododendron;Ericaceae.undiff;RHSC6
7354;Rhamnus_serrata;Rhamnaceae;Rhamnus;Rhamnaceae;RHSE3
7355;Rhynchosia_senna;Fabaceae;Rhynchosia;Fabaceae.undiff;RHSE4
7356;Rhynchosia_senna;Fabaceae;Rhynchosia;Fabaceae.undiff;RHSET
7357;Rhamnus_smithii;Rhamnaceae;Rhamnus;Rhamnaceae;RHSM
7358;Rhamnus_×spathulifolia;Rhamnaceae;Rhamnus;Rhamnaceae;RHSP8
7359;Rhynchosia_sublobata;Fabaceae;Rhynchosia;Fabaceae.undiff;RHSU12
7360;Rhynchosia_swartzii;Fabaceae;Rhynchosia;Fabaceae.undiff;RHSW
7361;Rhus_taitensis;Anacardiaceae;Rhus;Anacardiaceae;RHTA
7362;Rhynchosia_tomentosa;Fabaceae;Rhynchosia;Fabaceae.undiff;RHTO3
7363;Rhynchosia_totta;Fabaceae;Rhynchosia;Fabaceae.undiff;RHTO9
7364;Rhynchosia_tomentosa;Fabaceae;Rhynchosia;Fabaceae.undiff;RHTOM
7365;Rhynchosia_tomentosa;Fabaceae;Rhynchosia;Fabaceae.undiff;RHTOT
7366;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTR
7367;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRA
7368;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRP
7369;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRQ
7370;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRR
7371;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRS
7372;Rhus_trilobata;Anacardiaceae;Rhus;Anacardiaceae;RHTRT
7373;Rhus_typhina;Anacardiaceae;Rhus;Anacardiaceae;RHTY
7374;Rhododendron_uniflorum;Ericaceae;Rhododendron;Ericaceae.undiff;RHUN2
7375;Rhynchosia_usambarensis;Fabaceae;Rhynchosia;Fabaceae.undiff;RHUS2
7376;Rhamnus_utilis;Rhamnaceae;Rhamnus;Rhamnaceae;RHUT80
7377;Rhododendron_vaseyi;Ericaceae;Rhododendron;Ericaceae.undiff;RHVA
7378;Rhododendron_×vanhoeffeni;Ericaceae;Rhododendron;Ericaceae.undiff;RHVA5
7379;Rhododendron_viscosum;Ericaceae;Rhododendron;Ericaceae.undiff;RHVI2
7380;Rhus_virens;Anacardiaceae;Rhus;Anacardiaceae;RHVI3
7381;Rhus_virens;Anacardiaceae;Rhus;Anacardiaceae;RHVIC
7382;Rhus_virens;Anacardiaceae;Rhus;Anacardiaceae;RHVIV
7383;Rhododendron_×welleslyanum;Ericaceae;Rhododendron;Ericaceae.undiff;RHWE
7384;Rhynchosida_Fryxell;Malvaceae;Rhynchosida;Malvaceae.undiff;RHYNC5
7385;Ricinus_communis;Euphorbiaceae;Ricinus;Euphorbiaceae;RICO3
7386;Ricinodendron_rautanenii;Euphorbiaceae;Ricinodendron;Euphorbiaceae;RIRA3
7387;Rosa_abyssinica;Rosaceae;Rosa;Rosaceae.undiff;ROAB2
7388;Rosa_acicularis;Rosaceae;Rosa;Rosaceae.undiff;ROAC
7389;Rochefortia_acanthophora;Boraginaceae;Rochefortia;Boraginaceae;ROAC2
7390;Rosa_acicularis;Rosaceae;Rosa;Rosaceae.undiff;ROACA
7391;Rosa_acicularis;Rosaceae;Rosa;Rosaceae.undiff;ROACN2
7392;Rosa_acicularis;Rosaceae;Rosa;Rosaceae.undiff;ROACS
7393;Rosa_agrestis;Rosaceae;Rosa;Rosaceae.undiff;ROAG2
7394;Rosa_×alba;Rosaceae;Rosa;Rosaceae.undiff;ROAL3
7395;Rosa_albertii;Rosaceae;Rosa;Rosaceae.undiff;ROAL8
7396;Robinia_×ambigua;Fabaceae;Robinia;Fabaceae.undiff;ROAM2
7397;Rosa_×anemonoides;Rosaceae;Rosa;Rosaceae.undiff;ROAN5
7398;Rosa_arkansana;Rosaceae;Rosa;Rosaceae.undiff;ROAR3
7399;Rosa_arvensis;Rosaceae;Rosa;Rosaceae.undiff;ROAR6
7400;Rosa_arkansana;Rosaceae;Rosa;Rosaceae.undiff;ROARA
7401;Rosa_arkansana;Rosaceae;Rosa;Rosaceae.undiff;ROARS
7402;Rosa_beggeriana;Rosaceae;Rosa;Rosaceae.undiff;ROBE2
7403;Rosa_bella;Rosaceae;Rosa;Rosaceae.undiff;ROBE3
7404;Rosa_blanda;Rosaceae;Rosa;Rosaceae.undiff;ROBL
7405;Rosa_blanda;Rosaceae;Rosa;Rosaceae.undiff;ROBLB
7406;Rosa_blanda;Rosaceae;Rosa;Rosaceae.undiff;ROBLG
7407;Rosa_blanda;Rosaceae;Rosa;Rosaceae.undiff;ROBLH
7408;Roystonea_borinquena;Arecaceae;Roystonea;Arecaceae;ROBO
7409;Rosa_×borboniana;Rosaceae;Rosa;Rosaceae.undiff;ROBO3
7410;Rosa_bracteata;Rosaceae;Rosa;Rosaceae.undiff;ROBR
7411;Rosa_bridgesii;Rosaceae;Rosa;Rosaceae.undiff;ROBR3
7412;Rosa_brunonii;Rosaceae;Rosa;Rosaceae.undiff;ROBR4
7413;Rosa_caudata;Rosaceae;Rosa;Rosaceae.undiff;ROCA11
7414;Rosa_californica;Rosaceae;Rosa;Rosaceae.undiff;ROCA2
7415;Rosa_canina;Rosaceae;Rosa;Rosaceae.undiff;ROCA3
7416;Rosa_carolina;Rosaceae;Rosa;Rosaceae.undiff;ROCA4
7417;Rosa_carolina;Rosaceae;Rosa;Rosaceae.undiff;ROCAC
7418;Rosa_carolina;Rosaceae;Rosa;Rosaceae.undiff;ROCAS2
7419;Rosa_centifolia;Rosaceae;Rosa;Rosaceae.undiff;ROCE
7420;Rosa_chinensis;Rosaceae;Rosa;Rosaceae.undiff;ROCH
7421;Rosa_cinnamomea;Rosaceae;Rosa;Rosaceae.undiff;ROCI
7422;Rosa_×damascena;Rosaceae;Rosa;Rosaceae.undiff;RODA
7423;Rosa_davidii;Rosaceae;Rosa;Rosaceae.undiff;RODA2
7424;Rosa_davurica;Rosaceae;Rosa;Rosaceae.undiff;RODA3
7425;Rosa_×dulcissima;Rosaceae;Rosa;Rosaceae.undiff;RODU
7426;Rosa_dumalis;Rosaceae;Rosa;Rosaceae.undiff;RODU4
7427;Rosa_×dumetorum;Rosaceae;Rosa;Rosaceae.undiff;RODU5
7428;Rosa_×dupontii;Rosaceae;Rosa;Rosaceae.undiff;RODU6
7429;Rosa_ecae;Rosaceae;Rosa;Rosaceae.undiff;ROEC2
7430;Rosa_fedtschenkoana;Rosaceae;Rosa;Rosaceae.undiff;ROFE4
7431;Rosa_ferruiginea;Rosaceae;Rosa;Rosaceae.undiff;ROFE5
7432;Rosa_foliolosa;Rosaceae;Rosa;Rosaceae.undiff;ROFO
7433;Rosa_foetida;Rosaceae;Rosa;Rosaceae.undiff;ROFO2
7434;Rosa_forrestiana;Rosaceae;Rosa;Rosaceae.undiff;ROFO3
7435;Rosa_gallica;Rosaceae;Rosa;Rosaceae.undiff;ROGA
7436;Rosa_giraldii;Rosaceae;Rosa;Rosaceae.undiff;ROGI2
7437;Rosa_gymnocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROGY
7438;Rosa_gymnocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROGYG
7439;Rosa_gymnocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROGYS
7440;Rosa_×harisonii;Rosaceae;Rosa;Rosaceae.undiff;ROHA4
7441;Rosa_helenae;Rosaceae;Rosa;Rosaceae.undiff;ROHE3
7442;Rosa_hemsleyana;Rosaceae;Rosa;Rosaceae.undiff;ROHE4
7443;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHI
7444;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHIF8
7445;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHIH
7446;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHIK
7447;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHIN
7448;Robinia_hispida;Fabaceae;Robinia;Fabaceae.undiff;ROHIR
7449;Robinia_×holdtii;Fabaceae;Robinia;Fabaceae.undiff;ROHO
7450;Rosa_×housei;Rosaceae;Rosa;Rosaceae.undiff;ROHO3
7451;Rosa_indica;Rosaceae;Rosa;Rosaceae.undiff;ROIN5
7452;Rosa_×iwara;Rosaceae;Rosa;Rosaceae.undiff;ROIW
7453;Rosa_jundzillii;Rosaceae;Rosa;Rosaceae.undiff;ROJU2
7454;Rosa_×kamtchatica;Rosaceae;Rosa;Rosaceae.undiff;ROKA2
7455;Rosa_kokanica;Rosaceae;Rosa;Rosaceae.undiff;ROKO2
7456;Rosa_laevigata;Rosaceae;Rosa;Rosaceae.undiff;ROLA
7457;Rosa_laxa;Rosaceae;Rosa;Rosaceae.undiff;ROLA5
7458;Robinia_×longiloba;Fabaceae;Robinia;Fabaceae.undiff;ROLO2
7459;Robinia_×margarettiae;Fabaceae;Robinia;Fabaceae.undiff;ROMA
7460;Rosa_maracandica;Rosaceae;Rosa;Rosaceae.undiff;ROMA2
7461;Rosa_manca;Rosaceae;Rosa;Rosaceae.undiff;ROMA3
7462;Rosa_marretii;Rosaceae;Rosa;Rosaceae.undiff;ROMA6
7463;Rosa_maximowicziana;Rosaceae;Rosa;Rosaceae.undiff;ROMA7
7464;Rosa_majalis;Rosaceae;Rosa;Rosaceae.undiff;ROMA81
7465;Rosa_micrantha;Rosaceae;Rosa;Rosaceae.undiff;ROMI
7466;Rosa_minutifolia;Rosaceae;Rosa;Rosaceae.undiff;ROMI80
7467;Rosa_missouriensis;Rosaceae;Rosa;Rosaceae.undiff;ROMI9
7468;Rosa_moschata;Rosaceae;Rosa;Rosaceae.undiff;ROMO
7469;Rosa_montana;Rosaceae;Rosa;Rosaceae.undiff;ROMO5
7470;Rosa_moyesii;Rosaceae;Rosa;Rosaceae.undiff;ROMO6
7471;Rosa_mollis;Rosaceae;Rosa;Rosaceae.undiff;ROMO7
7472;Rosa_multiflora;Rosaceae;Rosa;Rosaceae.undiff;ROMU
7473;Rosa_multibracteata;Rosaceae;Rosa;Rosaceae.undiff;ROMU5
7474;Rosa_myriadenia;Rosaceae;Rosa;Rosaceae.undiff;ROMY
7475;Robinia_neomexicana;Fabaceae;Robinia;Fabaceae.undiff;RONE
7476;Robinia_neomexicana;Fabaceae;Robinia;Fabaceae.undiff;RONEN
7477;Robinia_neomexicana;Fabaceae;Robinia;Fabaceae.undiff;RONER
7478;Rosa_nitida;Rosaceae;Rosa;Rosaceae.undiff;RONI
7479;Rosa_nitidula;Rosaceae;Rosa;Rosaceae.undiff;RONI2
7480;Rosa_nutkana;Rosaceae;Rosa;Rosaceae.undiff;RONU
7481;Rosa_nutkana;Rosaceae;Rosa;Rosaceae.undiff;RONUH
7482;Rosa_nutkana;Rosaceae;Rosa;Rosaceae.undiff;RONUM
7483;Rosa_nutkana;Rosaceae;Rosa;Rosaceae.undiff;RONUN
7484;Rosa_nutkana;Rosaceae;Rosa;Rosaceae.undiff;RONUS
7485;Rosa_obtusiuscula;Rosaceae;Rosa;Rosaceae.undiff;ROOB2
7486;Rosa_×odorata;Rosaceae;Rosa;Rosaceae.undiff;ROOD2
7487;Roystonea_oleracea;Arecaceae;Roystonea;Arecaceae;ROOL
7488;Rosa_palustris;Rosaceae;Rosa;Rosaceae.undiff;ROPA
7489;Rosa_×palustriformis;Rosaceae;Rosa;Rosaceae.undiff;ROPA4
7490;Rosa_pendulina;Rosaceae;Rosa;Rosaceae.undiff;ROPE4
7491;Rosa_pinetorum;Rosaceae;Rosa;Rosaceae.undiff;ROPI
7492;Rosa_pisocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROPI2
7493;Rosa_pisocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROPIA
7494;Rosa_pisocarpa;Rosaceae;Rosa;Rosaceae.undiff;ROPIP
7495;Rosa_pouzinii;Rosaceae;Rosa;Rosaceae.undiff;ROPO4
7496;Rosa_prattii;Rosaceae;Rosa;Rosaceae.undiff;ROPR3
7497;Robinia_pseudoacacia;Fabaceae;Robinia;Fabaceae.undiff;ROPS
7498;Rosa_pulverulenta;Rosaceae;Rosa;Rosaceae.undiff;ROPU4
7499;Roystonea_regia;Arecaceae;Roystonea;Arecaceae;RORE2
7500;Rosa_×rehderiana;Rosaceae;Rosa;Rosaceae.undiff;RORE3
7501;Rosa_roxburghii;Rosaceae;Rosa;Rosaceae.undiff;RORO6
